id,name,state,postcode,lat,lng
8711,LEFTHAND BRANCH,QLD,4343,-27.790036,152.262492
8712,LOWER TENTHILL,QLD,4343,-27.611965,152.231550
8713,MORTON VALE,QLD,4343,-27.486888,152.389219
8714,MOUNT SYLVIA,QLD,4343,-27.728603,152.220887
8715,PLACID HILLS,QLD,4343,-27.561472,152.224441
8716,RINGWOOD,QLD,4343,-27.517791,152.233475
8717,ROCKSIDE,QLD,4343,-27.684947,152.276051
8718,ROPELEY,QLD,4343,-27.660007,152.260420
8719,SPRING CREEK,QLD,4343,-27.457675,152.340032
8720,UPPER TENTHILL,QLD,4343,-27.656829,152.220967
8721,VINEGAR HILL,QLD,4343,-27.478065,152.218024
8722,WOODBINE,QLD,4343,-27.778021,152.193227
8723,WOODLANDS,QLD,4343,-27.611619,152.281024
8724,CARPENDALE,QLD,4344,-27.589099,152.153257
8725,EGYPT,QLD,4344,-27.679245,152.101994
8726,FLAGSTONE CREEK,QLD,4344,-27.619070,152.101942
8727,HELIDON,QLD,4344,-27.549622,152.123725
8728,HELIDON SPA,QLD,4344,-27.542122,152.089711
8729,IREDALE,QLD,4344,-27.577623,152.107319
8730,LILYDALE,QLD,4344,-27.600246,152.134517
8731,LOCKYER,QLD,4344,-27.515118,152.084182
8732,ROCKMOUNT,QLD,4344,-27.675480,152.036928
8733,SEVENTEEN MILE,QLD,4344,-27.449668,152.187609
8734,STOCKYARD,QLD,4344,-27.633403,152.064664
8735,UPPER FLAGSTONE,QLD,4344,-27.630512,152.000675
8736,GATTON COLLEGE,QLD,4345,-27.549094,152.336382
8737,MARBURG,QLD,4346,-27.566140,152.588417
8738,GRANTHAM,QLD,4347,-27.574836,152.204914
8739,MA MA CREEK,QLD,4347,-27.632109,152.187493
8740,MOUNT WHITESTONE,QLD,4347,-27.685163,152.147134
8741,VERADILLA,QLD,4347,-27.592362,152.184734
8742,WINWILL,QLD,4347,-27.607316,152.209477
8743,ATHOL,QLD,4350,-27.615354,151.774846
8744,BLUE MOUNTAIN HEIGHTS,QLD,4350,-27.505231,151.955955
8745,CENTENARY HEIGHTS,QLD,4350,-27.580357,151.964525
8746,CHARLTON,QLD,4350,-27.519944,151.848621
8747,CLIFFORD GARDENS,QLD,4350,-27.562436,151.947093
8748,COTSWOLD HILLS,QLD,4350,-27.527826,151.898733
8749,CRANLEY,QLD,4350,-27.515537,151.922073
8750,DARLING HEIGHTS,QLD,4350,-27.599120,151.925360
8751,DRAYTON,QLD,4350,-27.600764,151.914462
8752,DRAYTON NORTH,QLD,4350,-27.589490,151.915946
8753,EAST TOOWOOMBA,QLD,4350,-27.572030,151.977083
8754,FINNIE,QLD,4350,-27.630528,151.892015
8755,GLENVALE,QLD,4350,-27.571612,151.905300
8756,GOWRIE MOUNTAIN,QLD,4350,-27.512574,151.820252
8757,HARLAXTON,QLD,4350,-27.530174,151.957038
8758,HARRISTOWN,QLD,4350,-27.574193,151.927297
8759,KEARNEYS SPRING,QLD,4350,-27.600115,151.943728
8760,MIDDLE RIDGE,QLD,4350,-27.603488,151.968261
8761,MOUNT KYNOCH,QLD,4350,-27.512441,151.953361
8762,MOUNT LOFTY,QLD,4350,-27.544159,151.969215
8763,MOUNT RASCAL,QLD,4350,-27.635267,151.913198
8764,NEWTOWN,QLD,4350,-27.549351,151.938385
8765,NORTH TOOWOOMBA,QLD,4350,-27.542931,151.960745
8766,NORTHLANDS,QLD,4350,,
8767,PRINCE HENRY HEIGHTS,QLD,4350,-27.553313,151.986981
8768,RANGEVILLE,QLD,4350,-27.583090,151.984707
8769,REDWOOD,QLD,4350,-27.569795,151.982368
8770,ROCKVILLE,QLD,4350,-27.533947,151.932693
8771,SOUTH TOOWOOMBA,QLD,4350,-27.576417,151.954318
8772,SOUTHTOWN,QLD,4350,,
8773,TOOWOOMBA,QLD,4350,-27.572030,151.977083
8774,TOOWOOMBA CITY,QLD,4350,-27.561302,151.955505
8775,TOOWOOMBA EAST,QLD,4350,-27.561302,151.955505
8776,TOOWOOMBA SOUTH,QLD,4350,-27.561302,151.955505
8777,TOOWOOMBA VILLAGE FAIR,QLD,4350,,
8778,TOOWOOMBA WEST,QLD,4350,-27.560391,151.936752
8779,TOP CAMP,QLD,4350,-27.635007,151.938089
8780,TORRINGTON,QLD,4350,-27.546042,151.892792
8781,WELLCAMP,QLD,4350,-27.549373,151.851954
8782,WESTBROOK,QLD,4350,-27.614908,151.847298
8783,WILSONTON,QLD,4350,-27.543746,151.923459
8784,WILSONTON HEIGHTS,QLD,4350,,
8785,WYALLA PLAZA,QLD,4350,-27.555000,151.920482
8786,BALLARD,QLD,4352,-27.489628,151.967058
8787,BAPAUME,QLD,4352,-28.566381,151.829047
8788,BIRNAM,QLD,4352,-27.488970,151.922360
8789,BLANCHVIEW,QLD,4352,-27.569556,152.038086
8790,BRANCHVIEW,QLD,4352,-27.611057,151.335760
8791,CABARLAH,QLD,4352,-27.424504,151.992604
8792,CAWDOR,QLD,4352,-27.463119,151.906431
8793,CEMENT MILLS,QLD,4352,-28.332675,151.504945
8794,COALBANK,QLD,4352,-27.113515,151.867636
8795,CONDAMINE PLAINS,QLD,4352,-27.708947,151.325351
8796,CUTELLA,QLD,4352,-27.451914,151.819991
8797,DERRYMORE,QLD,4352,-27.599999,152.050144
8798,DJUAN,QLD,4352,-27.180114,151.921977
8799,DOCTOR CREEK,QLD,4352,-27.189361,151.813899
8800,EVERGREEN,QLD,4352,-27.157726,151.727629
8801,FIFTEEN MILE,QLD,4352,-27.414550,152.069015
8802,GEHAM,QLD,4352,-27.391346,151.999063
8803,GLENCOE,QLD,4352,-27.471602,151.874365
8804,GORE,QLD,4352,-28.299174,151.486758
8805,GOWRIE JUNCTION,QLD,4352,-27.486310,151.898140
8806,GOWRIE LITTLE PLAIN,QLD,4352,-27.424954,151.856890
8807,GRAPETREE,QLD,4352,-27.309769,152.075639
8808,GROOMSVILLE,QLD,4352,-27.313594,151.965367
8809,HAMPTON,QLD,4352,-27.356663,152.068896
8810,HIGHFIELDS,QLD,4352,-27.463969,151.953927
8811,HIGHGROVE,QLD,4352,-27.109966,151.777698
8812,HODGSON VALE,QLD,4352,-27.665342,151.949224
8813,KARARA,QLD,4352,-28.206451,151.570214
8814,KLEINTON,QLD,4352,-27.433808,151.948927
8815,KULPI,QLD,4352,-27.188096,151.702434
8816,KURROWAH,QLD,4352,-27.697888,151.192493
8817,LILYVALE,QLD,4352,-27.427544,151.875180
8818,MACLAGAN,QLD,4352,-27.084007,151.634354
8819,MALLING,QLD,4352,-27.068227,151.591000
8820,MERINGANDAN,QLD,4352,-27.426584,151.913829
8821,MERINGANDAN WEST,QLD,4352,-27.425799,151.900725
8822,MERRITTS CREEK,QLD,4352,-27.351633,152.032446
8823,MOUNT LUKE,QLD,4352,-27.390603,152.039221
8824,MUNIGANEEN,QLD,4352,-27.368404,151.873859
8825,MURPHYS CREEK,QLD,4352,-27.464319,152.060328
8826,NARKO,QLD,4352,-27.109186,151.701239
8827,NORTH MACLAGAN,QLD,4352,-27.027367,151.700178
8828,NUTGROVE,QLD,4352,-27.050876,151.760997
8829,OMAN AMA,QLD,4352,-28.422379,151.335247
8830,PALMTREE,QLD,4352,-27.395097,152.112345
8831,PAMPAS,QLD,4352,-27.789765,151.413773
8832,PECHEY,QLD,4352,-27.307526,152.045104
8833,PERANGA,QLD,4352,-27.143526,151.695399
8834,PERSEVERANCE,QLD,4352,-27.371803,152.106607
8835,POSTMANS RIDGE,QLD,4352,-27.533973,152.065661
8836,POZIERES,QLD,4352,-28.533671,151.880451
8837,PRESTON,QLD,4352,-27.647146,151.976332
8838,RANGEMORE,QLD,4352,-27.008815,151.636088
8839,RAVENSBOURNE,QLD,4352,-27.360862,152.162879
8840,SILVER RIDGE,QLD,4352,-27.608680,152.021797
8841,SPRING BLUFF,QLD,4352,-27.463467,151.977781
8842,ST AUBYN,QLD,4352,-27.088345,151.915296
8843,THORNVILLE,QLD,4352,-27.063415,151.845640
8844,TUMMAVILLE,QLD,4352,-27.872395,151.506380
8845,UMBIRAM,QLD,4352,-27.662084,151.771814
8846,UPPER LOCKYER,QLD,4352,-27.486583,152.074463
8847,VALE VIEW,QLD,4352,-27.651199,151.892372
8848,WHICHELLO,QLD,4352,-27.300265,152.011866
8849,WHITE MOUNTAIN,QLD,4352,-27.453455,152.100318
8850,WITHCOTT,QLD,4352,-27.549649,152.036357
8851,WOODLEIGH,QLD,4352,-27.086617,151.680829
8852,WOOLMER,QLD,4352,-27.449517,151.920440
8853,WUTUL,QLD,4352,-27.028356,151.808816
8854,WYREEMA,QLD,4352,-27.656125,151.855013
8855,YALANGUR,QLD,4352,-27.416424,151.829060
8856,YANDILLA,QLD,4352,-27.835957,151.364715
8857,BERGEN,QLD,4353,-27.256984,151.904578
8858,EAST COOYAR,QLD,4353,-27.044775,151.862386
8859,HADEN,QLD,4353,-27.222714,151.886128
8860,DOUGLAS,QLD,4354,-27.322474,151.909698
8861,GOOMBUNGEE,QLD,4354,-27.307336,151.851362
8862,KILBIRNIE,QLD,4354,-27.209355,151.829918
8863,ANDURAMBA,QLD,4355,-27.134613,152.085883
8864,CRESSBROOK CREEK,QLD,4355,-27.242767,152.146304
8865,CROWS NEST,QLD,4355,-27.262026,152.055416
8866,EMU CREEK,QLD,4355,-27.040904,151.994094
8867,GLENAVEN,QLD,4355,-27.485129,153.122168
8868,JONES GULLY,QLD,4355,-27.181723,152.017355
8869,MOUNTAIN CAMP,QLD,4355,-27.206483,152.034898
8870,PIERCES CREEK,QLD,4355,-27.141154,152.012248
8871,PINELANDS,QLD,4355,-27.229883,152.011076
8872,PLAINBY,QLD,4355,-27.280834,151.966677
8873,THE BLUFF,QLD,4355,-27.202707,152.145544
8874,UPPER PINELANDS,QLD,4355,-27.204094,151.953556
8875,BONGEEN,QLD,4356,-27.567709,151.446802
8876,BROXBURN,QLD,4356,-27.707086,151.674469
8877,EVANSLEA,QLD,4356,-27.532026,151.522957
8878,IRONGATE,QLD,4356,-27.626106,151.516737
8879,KINCORA,QLD,4356,-27.823585,151.575988
8880,LINTHORPE,QLD,4356,-27.597626,151.626235
8881,MOTLEY,QLD,4356,-27.551756,151.615439
8882,MOUNT TYSON,QLD,4356,-27.574946,151.570197
8883,NORTH BRANCH,QLD,4356,-27.808745,151.635157
8884,NORWIN,QLD,4356,-27.557067,151.380712
8885,PITTSWORTH,QLD,4356,-27.715903,151.634357
8886,PURRAWUNDA,QLD,4356,-27.518226,151.611125
8887,ROSSVALE,QLD,4356,-27.631066,151.577066
8888,SCRUBBY MOUNTAIN,QLD,4356,-27.769155,151.585017
8889,SPRINGSIDE,QLD,4356,-27.671518,151.579532
8890,ST HELENS,QLD,4356,-27.682306,151.455739
8891,STONELEIGH,QLD,4356,-27.636595,151.623716
8892,YARRANLEA,QLD,4356,-27.724306,151.531078
8893,BRINGALILY,QLD,4357,-28.056801,151.160021
8894,BULLI CREEK,QLD,4357,-27.983460,150.826261
8895,CANNING CREEK,QLD,4357,-28.229377,151.154059
8896,CAPTAINS MOUNTAIN,QLD,4357,-27.922228,151.170586
8897,CLONTARF,QLD,4357,-27.972007,151.243746
8898,CONDAMINE FARMS,QLD,4357,-27.948910,150.969019
8899,CYPRESS GARDENS,QLD,4357,-27.971179,150.998463
8900,DOMVILLE,QLD,4357,-27.929737,151.276845
8901,FOREST RIDGE,QLD,4357,-27.960668,151.028319
8902,GRAYS GATE,QLD,4357,-27.966637,151.290385
8903,KOOROONGARRA,QLD,4357,-28.105007,151.252072
8904,LAVELLE,QLD,4357,-28.003047,151.285585
8905,LEMONTREE,QLD,4357,-27.782807,151.305652
8906,MILLMERRAN,QLD,4357,-27.873377,151.271319
8907,MILLMERRAN DOWNS,QLD,4357,-27.977829,151.091151
8908,MILLMERRAN WOODS,QLD,4357,-28.014689,151.044484
8909,MILLWOOD,QLD,4357,-28.022599,151.201646
8910,MOUNT EMLYN,QLD,4357,-28.036797,151.284466
8911,PUNCHS CREEK,QLD,4357,-27.993966,151.391243
8912,ROCKY CREEK,QLD,4357,-28.042856,151.336295
8913,STONEHENGE,QLD,4357,-28.096166,151.407444
8914,THE PINES,QLD,4357,-27.976180,150.957829
8915,TURALLIN,QLD,4357,-27.826662,151.202997
8916,WATTLE RIDGE,QLD,4357,-27.996039,150.995279
8917,WESTERN CREEK,QLD,4357,-27.827909,151.103035
8918,WOONDUL,QLD,4357,-28.108468,151.088309
8919,CAMBOOYA,QLD,4358,-27.706725,151.863738
8920,FELTON,QLD,4358,-27.829123,151.808215
8921,FELTON SOUTH,QLD,4358,-27.857228,151.731324
8922,RAMSAY,QLD,4358,-27.720013,151.944211
8923,BUDGEE,QLD,4359,-27.785112,152.020111
8924,EAST GREENMOUNT,QLD,4359,-27.771629,151.886137
8925,GREENMOUNT,QLD,4359,-27.771629,151.886137
8926,HIRSTGLEN,QLD,4359,-27.826953,152.100925
8927,WEST HALDON,QLD,4359,-27.792194,152.101770
8928,NOBBY,QLD,4360,-27.852386,151.903172
8929,BACK PLAINS,QLD,4361,-27.894403,151.799775
8930,CLIFTON,QLD,4361,-27.931214,151.905759
8931,ELLANGOWAN,QLD,4361,-27.944214,151.680091
8932,ELPHINSTONE,QLD,4361,-27.969655,151.896863
8933,HEADINGTON HILL,QLD,4361,-27.910750,152.044627
8934,KINGS CREEK,QLD,4361,-27.897814,151.907495
8935,MANAPOURI,QLD,4361,-27.858488,152.021891
8936,MISSEN FLAT,QLD,4361,-27.904202,151.949743
8937,MOUNT MOLAR,QLD,4361,-27.902343,151.863988
8938,NEVILTON,QLD,4361,-27.879432,151.969566
8939,PILTON,QLD,4361,-27.866572,152.048114
8940,RYEFORD,QLD,4361,-27.940943,151.808329
8941,SANDY CAMP,QLD,4361,-27.969067,151.786427
8942,SPRING CREEK,QLD,4361,-27.949382,151.992713
8943,UPPER PILTON,QLD,4361,-27.917514,152.107082
8944,VICTORIA HILL,QLD,4361,-28.024943,151.801947
8945,ALLORA,QLD,4362,-28.035848,151.982723
8946,BERAT,QLD,4362,-28.046180,152.055603
8947,DEUCHAR,QLD,4362,-28.108249,151.959675
8948,ELLINTHORP,QLD,4362,-28.049572,151.921015
8949,GOOMBURRA,QLD,4362,-28.044874,152.120916
8950,HENDON,QLD,4362,-28.076315,151.950757
8951,MOUNT MARSHALL,QLD,4362,-28.080092,152.032942
8952,TALGAI,QLD,4362,-28.038022,151.898956
8953,SOUTHBROOK,QLD,4363,-27.677435,151.712425
8954,BROOKSTEAD,QLD,4364,-27.759686,151.440555
8955,LEYBURN,QLD,4365,-28.017994,151.584207
8956,ALLAN,QLD,4370,-28.195568,151.949533
8957,BONY MOUNTAIN,QLD,4370,-28.133262,151.835157
8958,CANNINGVALE,QLD,4370,-28.246876,152.073729
8959,CHERRY GULLY,QLD,4370,-28.413230,152.053737
8960,CLINTONVALE,QLD,4370,-28.088684,152.091105
8961,CUNNINGHAM,QLD,4370,-28.167753,151.815311
8962,DANDEROO,QLD,4370,-28.268505,152.233757
8963,ELBOW VALLEY,QLD,4370,-28.378570,152.136105
8964,FREESTONE,QLD,4370,-28.128997,152.133927
8965,GLADFIELD,QLD,4370,-28.074743,152.184405
8966,GLENGALLAN,QLD,4370,-28.108770,152.057892
8967,GREYMARE,QLD,4370,-28.174323,151.761579
8968,JUNABEE,QLD,4370,-28.245064,152.169749
8969,LESLIE,QLD,4370,-28.172373,151.917348
8970,LESLIE DAM,QLD,4370,-28.247228,151.900103
8971,LOCH LOMOND,QLD,4370,-28.304257,152.180094
8972,MARYVALE,QLD,4370,-28.072182,152.239088
8973,MASSIE,QLD,4370,-28.137180,151.960156
8974,MONTROSE,QLD,4370,-28.178803,151.778422
8975,MORGAN PARK,QLD,4370,-28.257039,152.048933
8976,MOUNT COLLIERY,QLD,4370,-28.285794,152.285930
8977,MOUNT TABOR,QLD,4370,-28.211411,152.069820
8978,MURRAYS BRIDGE,QLD,4370,-28.328929,152.117526
8979,NORTH BRANCH,QLD,4370,-28.046556,152.240319
8980,PRATTEN,QLD,4370,-28.085413,151.781018
8981,RODGERS CREEK,QLD,4370,-28.184562,151.817078
8982,ROSEHILL,QLD,4370,-28.183703,151.991529
8983,ROSENTHAL HEIGHTS,QLD,4370,-28.262253,152.012976
8984,SILVERWOOD,QLD,4370,-28.388730,152.010477
8985,SLADEVALE,QLD,4370,-28.176456,152.087025
8986,SWAN CREEK,QLD,4370,-28.193496,152.129558
8987,THANE,QLD,4370,-28.161964,151.698050
8988,THANES CREEK,QLD,4370,-28.104434,151.653060
8989,THE GLEN,QLD,4370,-28.289311,151.944900
8990,THE HERMITAGE,QLD,4370,-28.206899,152.098734
8991,TOOLBURRA,QLD,4370,-28.162712,151.966508
8992,TREGONY,QLD,4370,-28.061929,152.348861
8993,UPPER FREESTONE,QLD,4370,-28.138380,152.193997
8994,UPPER WHEATVALE,QLD,4370,-28.136179,151.880020
8995,WARWICK,QLD,4370,-28.216520,152.034953
8996,WHEATVALE,QLD,4370,-28.136179,151.880020
8997,WILDASH,QLD,4370,-28.313966,152.056372
8998,WILLOWVALE,QLD,4370,-28.122066,152.008529
8999,WIYARRA,QLD,4370,-28.277470,152.232782
9000,WOMINA,QLD,4370,-28.190571,152.046255
9001,EMU VALE,QLD,4371,-28.230733,152.245531
9002,SWANFELS,QLD,4371,-28.176528,152.266305
9003,YANGAN,QLD,4371,-28.196305,152.210023
9004,TANNYMOREL,QLD,4372,-28.291583,152.244535
9005,KILLARNEY,QLD,4373,-28.340099,152.294194
9006,THE FALLS,QLD,4373,-28.339208,152.384130
9007,THE HEAD,QLD,4373,-28.275028,152.446698
9008,DALVEEN,QLD,4374,-28.488431,151.968689
9009,COTTONVALE,QLD,4375,-28.529507,151.947124
9010,FLEURBAIX,QLD,4375,-28.538251,151.899604
9011,THULIMBAH,QLD,4376,-28.553671,151.931631
9012,GLEN NIVEN,QLD,4377,-28.580891,151.973410
9013,MARYLAND,NSW,4377,-28.580009,151.947001
9014,THE SUMMIT,QLD,4377,-28.576721,151.948090
9015,APPLETHORPE,QLD,4378,-28.613948,151.955491
9016,AMIENS,QLD,4380,-28.583622,151.801093
9017,BROADWATER,QLD,4380,-28.614072,151.903705
9018,CANNON CREEK,QLD,4380,-28.071862,152.728899
9019,DALCOUTH,QLD,4380,-28.649034,151.979491
9020,EUKEY,QLD,4380,-28.765800,151.982445
9021,GLENLYON,QLD,4380,-28.840774,151.467240
9022,GREENLANDS,QLD,4380,-28.657182,151.791337
9023,KYOOMBA,QLD,4380,-28.686211,151.960921
9024,MINGOOLA,QLD,4380,-28.983973,151.519481
9025,MOUNT TULLY,QLD,4380,-28.737141,151.953142
9026,NUNDUBBERMERE,QLD,4380,-28.718472,151.772424
9027,PIKEDALE,QLD,4380,-28.646929,151.617928
9028,PIKES CREEK,QLD,4380,-28.694534,151.526011
9029,SEVERNLEA,QLD,4380,-28.699851,151.905795
9030,SPRINGDALE,QLD,4380,-28.816293,151.560899
9031,STANTHORPE,QLD,4380,-28.655784,151.933881
9032,STORM KING,QLD,4380,-28.725990,151.981921
9033,SUGARLOAF,QLD,4380,-28.696000,152.039850
9034,THORNDALE,QLD,4380,-28.693731,151.853063
9035,GLEN APLIN,QLD,4381,-28.739941,151.874983
9036,BALLANDEAN,QLD,4382,-28.798985,151.842238
9037,GIRRAWEEN,QLD,4382,-28.826931,151.951533
9038,LYRA,QLD,4382,-28.8306610,151.8548440
9039,SOMME,QLD,4382,-28.754602,151.816034
9040,WYBERBA,QLD,4382,-28.862784,151.867425
9041,JENNINGS,NSW,4383,-28.9040272,151.9257806
9042,WALLANGARRA,QLD,4383,-28.902706,151.925781
9043,LIMEVALE,QLD,4384,-28.728006,151.183208
9044,BEEBO,QLD,4385,-28.722738,150.967237
9045,BONSHAW,QLD,4385,-29.021751,151.305312
9046,CAMP CREEK,NSW,4385,-28.745543,150.989511
9047,GLENARBON,QLD,4385,-28.6607780,150.8425090
9048,MAIDENHEAD,QLD,4385,-27.888240,153.305739
9049,RIVERTON,QLD,4385,-27.427656,153.049294
9050,SILVER SPUR,QLD,4385,-28.863823,151.277716
9051,SMITHLEA,QLD,4385,-28.808137,151.046597
9052,TEXAS,QLD,4385,-28.871596,151.163669
9053,TEXAS,NSW,4385,-28.871596,151.163669
9054,WATSONS CROSSING,QLD,4385,-24.833840,152.461824
9055,BRUSH CREEK,QLD,4387,-28.606093,151.126671
9056,BYBERA,QLD,4387,-28.280370,150.886064
9057,COOLMUNDA,QLD,4387,-28.408356,151.212890
9058,GREENUP,QLD,4387,-28.493536,151.306073
9059,INGLEWOOD,QLD,4387,-28.414838,151.081895
9060,MOSQUITO CREEK,QLD,4387,-28.232196,151.274358
9061,TERRICA,QLD,4387,-28.545554,151.511147
9062,WARROO,QLD,4387,-28.537885,151.354500
9063,WHETSTONE,QLD,4387,-28.493358,150.912096
9064,KURUMBUL,QLD,4388,-28.600845,150.651307
9065,YELARBON,QLD,4388,-28.572333,150.752760
9066,BILLA BILLA,QLD,4390,-28.145163,150.288342
9067,CALINGUNEE,QLD,4390,-27.986113,150.336400
9068,CALLANDOON,QLD,4390,-28.496505,150.104923
9069,GOODAR,QLD,4390,-28.242074,150.117975
9070,GOONDIWINDI,QLD,4390,-28.547015,150.307699
9071,KINDON,QLD,4390,-28.083880,150.738804
9072,LUNDAVRA,QLD,4390,-28.079525,149.978965
9073,WONDALLI,QLD,4390,-28.501770,150.584881
9074,WYAGA,QLD,4390,-28.160122,150.652111
9075,YAGABURNE,QLD,4390,-28.101902,150.492548
9076,KINGSTHORPE,QLD,4400,-27.477067,151.813963
9077,ACLAND,QLD,4401,-27.303702,151.691102
9078,AUBIGNY,QLD,4401,-27.522226,151.641744
9079,BALGOWAN,QLD,4401,-27.247876,151.695191
9080,BIDDESTON,QLD,4401,-27.558125,151.733967
9081,BOODUA,QLD,4401,-27.371525,151.814370
9082,DEVON PARK,QLD,4401,-27.351806,151.660312
9083,GREENWOOD,QLD,4401,-27.322775,151.731201
9084,HIGHLAND PLAINS,QLD,4401,-27.286555,151.749090
9085,KELVINHAUGH,QLD,4401,-27.403155,151.776611
9086,MOUNT IRVING,QLD,4401,-27.506406,151.584645
9087,MULDU,QLD,4401,-27.273616,151.686401
9088,OAKEY,QLD,4401,-27.433270,151.720926
9089,ROSALIE PLAINS,QLD,4401,-27.220046,151.691664
9090,SABINE,QLD,4401,-27.349026,151.709471
9091,SILVERLEIGH,QLD,4401,-27.318215,151.777540
9092,YARGULLEN,QLD,4401,-27.508276,151.627544
9093,COOYAR,QLD,4402,-26.983086,151.832336
9094,KOORALGIN,QLD,4402,-26.937815,151.945683
9095,UPPER COOYAR CREEK,QLD,4402,-26.972666,151.726947
9096,BRYMAROO,QLD,4403,-27.217717,151.591852
9097,JONDARYAN,QLD,4403,-27.368691,151.592566
9098,MALU,QLD,4403,-27.307626,151.618703
9099,MOUNT MORIAH,QLD,4403,-27.475617,151.472997
9100,QUINALOW,QLD,4403,-27.106177,151.621290
9101,WEST PRAIRIE,QLD,4403,-27.441067,151.401958
9102,BOWENVILLE,QLD,4404,-27.305817,151.490518
9103,FORMARTIN,QLD,4404,-27.393947,151.409607
9104,IRVINGDALE,QLD,4404,-27.198757,151.512627
9105,WAINUI,QLD,4404,-27.327190,151.454156
9106,BLAXLAND,QLD,4405,-27.192428,151.396625
9107,BUNYA MOUNTAINS,QLD,4405,-26.890118,151.510410
9108,DALBY,QLD,4405,-27.183495,151.263463
9109,DUCKLO,QLD,4405,-27.272241,151.031145
9110,GRASSDALE,QLD,4405,-27.453898,151.175541
9111,MARMADUA,QLD,4405,-27.483611,150.730128
9112,PIRRINUAN,QLD,4405,-27.026859,151.236215
9113,RANGES BRIDGE,QLD,4405,-27.163869,151.069380
9114,ST RUTH,QLD,4405,-27.391318,151.309238
9115,TIPTON,QLD,4405,-27.429698,151.259190
9116,WERANGA,QLD,4405,-27.301803,150.719781
9117,BOONDANDILLA,QLD,4406,-27.894641,150.596584
9118,HANNAFORD,QLD,4406,-27.352694,150.058918
9119,KAIMKILLENBUN,QLD,4406,-27.060968,151.433893
9120,KOGAN,QLD,4406,-27.040883,150.762768
9121,MACALISTER,QLD,4406,-27.044090,151.076888
9122,MOONIE,QLD,4406,-27.716362,150.369546
9123,SOUTHWOOD,QLD,4406,-27.761291,149.978553
9124,THE GUMS,QLD,4406,-27.343527,150.187450
9125,WEIR RIVER,QLD,4406,-27.701391,150.546593
9126,CATTLE CREEK,QLD,4407,-27.648300,150.836678
9127,CECIL PLAINS,QLD,4407,-27.530341,151.190935
9128,DUNMORE,QLD,4407,-27.654751,150.916106
9129,NANGWEE,QLD,4407,-27.545088,151.292100
9130,BELL,QLD,4408,-26.932540,151.448511
9131,JANDOWAE,QLD,4410,-26.781197,151.109816
9132,WARRA,QLD,4411,-26.929329,150.919183
9133,BRIGALOW,QLD,4412,-26.843852,150.790571
9134,BAKING BOARD,QLD,4413,-26.706834,150.545144
9135,BOONARGA,QLD,4413,-26.797524,150.718956
9136,BURNCLUITH,QLD,4413,-26.629502,150.703880
9137,CANAGA,QLD,4413,-26.673531,150.921307
9138,CHANCES PLAIN,QLD,4413,-26.748102,150.726241
9139,CHINCHILLA,QLD,4413,-26.739588,150.625049
9140,DURAH,QLD,4413,-26.287201,150.969093
9141,HOPELAND,QLD,4413,-26.885423,150.641983
9142,MONTROSE,QLD,4413,-27.018942,150.629815
9143,WIEAMBILLA,QLD,4413,-26.992625,150.496152
9144,COLUMBOOLA,QLD,4415,-26.672867,150.332141
9145,DALWOGON,QLD,4415,-26.5713290,150.1505330
9146,GURULMUNDI,QLD,4415,-26.418055,150.052530
9147,HOOKSWOOD,QLD,4415,-26.516274,150.270437
9148,KOWGURAN,QLD,4415,-26.512855,150.098790
9149,MILES,QLD,4415,-26.658062,150.184615
9150,MYALL PARK,QLD,4415,-26.578685,150.181979
9151,PELHAM,QLD,4415,-26.408864,150.373024
9152,BARRAMORNIE,QLD,4416,-27.013259,150.060549
9153,CONDAMINE,QLD,4416,-26.926401,150.131891
9154,MORABY,QLD,4416,-26.924598,149.781738
9155,NANGRAM,QLD,4416,-26.883557,150.334683
9156,PINE HILLS,QLD,4416,-26.908930,149.915697
9157,SUNNYSIDE,QLD,4416,-27.050290,149.948474
9158,YULABILLA,QLD,4416,-27.059751,149.702065
9159,NOORINDOO,QLD,4417,-27.156170,149.158851
9160,OBERINA,QLD,4417,-27.008192,148.898154
9161,PARKNOOK,QLD,4417,-27.289632,149.348951
9162,SURAT,QLD,4417,-27.152561,149.070451
9163,WARKON,QLD,4417,-26.891629,149.419553
9164,WELLESLEY,QLD,4417,-27.355137,148.890121
9165,WERIBONE,QLD,4417,-27.204458,148.871218
9166,GULUGUBA,QLD,4418,-26.260063,150.048929
9167,COCKATOO,QLD,4419,-25.725690,150.281640
9168,GROSMONT,QLD,4419,-25.941881,149.901071
9169,WANDOAN,QLD,4419,-26.121055,149.961422
9170,BROADMERE,QLD,4420,-25.494713,149.525293
9171,COORADA,QLD,4420,-25.019688,149.510196
9172,GHINGHINDA,QLD,4420,-25.100966,149.731106
9173,GLENHAUGHTON,QLD,4420,-25.357162,149.362244
9174,GWAMBEGWINE,QLD,4420,-25.346286,149.669169
9175,HORNET BANK,QLD,4420,-25.756487,149.407887
9176,PEEK-A-DOO,QLD,4420,-25.911753,149.479387
9177,SPRING CREEK,QLD,4420,-25.531649,150.140321
9178,TAROOM,QLD,4420,-25.640429,149.798475
9179,GORANBA,QLD,4421,-27.285342,150.599138
9180,TARA,QLD,4421,-27.273428,150.489498
9181,COOMRITH,QLD,4422,-27.562837,149.612212
9182,FLINTON,QLD,4422,-27.889644,149.545498
9183,INGLESTONE,QLD,4422,-27.667768,149.828433
